segment_id,target_hour,count_two_wheeler,count_car,count_auto,count_light_commercial,count_heavy,count_other,count_total,severity_weighted_count,is_hotspot,sample_weight,lat_center,lon_center,lat_mean,lon_mean,lat_bin,lon_bin,police_station,junction_name,junction_bucket,road_class,road_width_m,event_count,map_matching_mode,representative_location,road_name,osm_highway,geometry_wkt,station_approval_rate,segment_severity_mean,segment_dominant_vehicle_footprint,dist_to_metro_m,dist_to_commercial_m,dist_to_bus_stop_m,dist_to_school_m,dist_to_hospital_m,dist_to_market_m,dist_to_restaurant_m,dist_to_worship_m,dist_to_office_m,poi_count_200m,poi_count_500m,poi_gravity_score,dist_to_legal_parking_m,legal_parking_capacity,overflow_risk_index,segment_total_events,segment_event_rate,segment_rank_pct,hour,day_of_week,month,day_of_year,is_weekend,is_peak,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,day_of_year_norm,is_weekday_peak,is_weekend_peak,hour_bucket,is_holiday,is_festival,is_first_week_of_month,is_month_end,is_school_dropoff,is_school_pickup,is_lunch_market,is_office_commute_am,is_office_commute_pm,is_shopping_evening,is_nightlife_peak,is_late_night_enforcement,segment_hour_mean,segment_dow_hour_mean,city_hour_mean,city_dow_hour_mean,road_vulnerability,lag_1h_total,lag_2h_total,lag_3h_total,lag_24h_total,lag_168h_total,lag_1h_two_wheeler,lag_1h_car,lag_1h_auto,lag_1h_light_commercial,lag_1h_heavy,lag_1h_other,rainfall_mm,is_raining,is_underpass_or_bridge,rain_shelter_bottleneck,distance_to_active_event_m,event_impact_score,active_event_count,nearest_active_event_venue,nearest_active_event_label,hawkes_decay_intensity,neighbor_spillover_score,station_enforcement_volume,station_event_rate
grid_12937_77701,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9375,77.7015,12.937450673363392,77.7014057146627,12937,77701,HAL Old Airport,No Junction,No Junction,primary,12.0,48,grid_fallback,"Panathur Main Road, High Cliff, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",,,,1.0,1.4577083333333334,1.3645833333333333,3367.285090674224,211.45199356173157,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,537.7798062928834,488.60241605156517,2.486449632914378,48.0,0.015389547932029497,0.5314389359129383,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12939_77583,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9395,77.5835,12.939410302272726,77.58394914409092,12939,77583,Wilson Garden,"BTP186 - 9th Cross, 4th Main, Jayanagar",Named Junction,secondary,9.0,220,grid_fallback,"9th Cross Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",,,,1.0,0.35472727272727267,0.8309090909090909,398.4664051898417,20.03746906239204,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,393.98003734981984,3.0,71.88014138672216,43.0,0.013786470022443091,0.48458282950423215,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,1.4715177646857693,0.0,0.0,0.0
grid_12962_77648,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9625,77.6485,12.962244062962961,77.64892194074073,12962,77648,Jeevanbheemanagar,No Junction,No Junction,primary,12.0,27,grid_fallback,"5th Main Road, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",,,,1.0,0.3888888888888889,0.9296296296296297,2052.477654049869,42.877968044931954,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,327.49596560633574,15.643341374105223,6.11644117044341,20.0,0.006412311638345623,0.11970979443772672,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12968_77570,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9685,77.5705,12.96851516296296,77.5702332962963,12968,77570,Chamarajpet,BTP085 - Briyand Circle,Named Junction,secondary,9.0,27,grid_fallback,"Bhashyam Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",,,,1.0,0.9959259259259261,1.1074074074074074,474.77106170376055,451.222343541658,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,179.30825422979888,117.87468502163436,1.869800334349636,23.0,0.007374158384097467,0.21039903264812576,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12969_77537,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9695,77.53750000000001,12.969316212499999,77.53711155833334,12969,77537,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",Named Junction,secondary,9.0,24,grid_fallback,"Sha Shi Marulayya Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",,,,1.0,0.5020833333333333,0.8583333333333334,161.48695266563968,110.36186263092794,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,1030.6698565688264,8.0,13.507791094535449,3.0,0.0009618467457518436,0.0036275695284159614,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12969_77700,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9695,77.7005,12.96969206304348,77.70047024565218,12969,77700,HAL Old Airport,No Junction,No Junction,primary,12.0,46,grid_fallback,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,,,1.0,1.1276086956521738,1.5043478260869565,1545.8094735852358,23.327459847466855,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,378.34151753311266,17.793993287156603,10.148934088993888,44.0,0.014107085604360373,0.49455864570737607,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12970_77639,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9705,77.6395,12.970099566762139,77.63940338375018,12970,77639,Jeevanbheemanagar,No Junction,No Junction,primary,12.0,68,grid_fallback,"12th Main Road, Kittur Rani Chennamma Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",,,,1.0,1.3119117647058822,1.3941176470588232,871.8126181167383,27.826358089485193,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,480.94333382515055,82.30323578114417,7.8866896376586055,60.0,0.01923693491503687,0.6163845223700121,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12970_77647,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9705,77.64750000000001,12.970635119839812,77.64740881839877,12970,77647,Jeevanbheemanagar,No Junction,No Junction,primary,12.0,219,grid_fallback,"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",,,,1.0,1.5956621004566212,1.3442922374429223,1293.2651579086764,41.7275661247572,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,482.24209416807446,82.30323578114417,23.273572138311383,191.0,0.061237576146200706,0.8660822249093107,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.007694773966014748,0.0,0.015087336265690547,0.01266034411447623,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12973_77580,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9735,77.5805,12.973287784033614,77.58046381890757,12973,77580,Upparpet,BTP038 - Mysore Bank Junction,Named Junction,secondary,9.0,238,grid_fallback,"Kempegowda Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",,,,1.0,1.2124789915966385,1.2315126050420169,419.31354238291124,19.547299554797466,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,260.04956495648213,350.0,10.240101446834737,210.0,0.06732927220262905,0.8760580411124547,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12974_77607,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9745,77.6075,12.97451541231062,77.60767119573656,12974,77607,Ashok Nagar,No Junction,No Junction,secondary,9.0,174,grid_fallback,"Brigade Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,,1.0,0.7846551724137931,0.9488505747126437,137.28287389133186,36.94247636266265,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,42.16312561668294,21.57022784005379,20.303467842058907,155.0,0.049695415197178586,0.8346432889963724,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12975_77625,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9755,77.6255,12.975210079352479,77.62553932648898,12975,77625,Halasur,No Junction,No Junction,secondary,9.0,22,grid_fallback,"Old Madras Road, Ramayya Circle, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",,,,1.0,0.6345454545454546,1.1863636363636365,169.73978689958622,69.32669981080082,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,312.5303324944459,26.580078127318288,3.799848081353163,21.0,0.006732927220262905,0.14903264812575576,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12976_77580,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9765,77.5805,12.976581352727273,77.5803098339394,12976,77580,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,secondary,9.0,165,grid_fallback,"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,,,1.0,1.1655757575757575,1.4424242424242424,459.4917853745018,147.59285745483157,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,174.05544519865433,1350.0,3.3254959068067746,161.0,0.05161910868868227,0.842503022974607,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.023084321898044245,0.0,0.015087336265690547,0.01266034411447623,1.2,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
grid_12978_77639,2023-11-10 00:00:00,0,0,0,0,0,0,0,0.0,0,0.3,12.9785,77.6395,12.978288525438595,77.63962766929826,12978,77639,Jeevanbheemanagar,No Junction,No Junction,secondary,9.0,114,grid_fallback,"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",,,,1.0,1.0105263157894737,1.0122807017543858,92.92936233619305,7.381169065361684,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,65.81020622809942,3.4476961826659234,32.16764410986177,110.0,0.03526771401090093,0.7584643288996372,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,late_night,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.015087336265690547,0.01266034411447623,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1000000.0,0.0,0,,,0.0,0.0,0.0,0.0
