segment_id,target_hour,count_two_wheeler,count_car,count_auto,count_light_commercial,count_heavy,count_other,count_total,lat_center,lon_center,lat_mean,lon_mean,lat_bin,lon_bin,police_station,junction_name,junction_bucket,road_class,road_width_m,event_count,map_matching_mode,representative_location,segment_total_events,segment_event_rate,segment_rank_pct,hour,day_of_week,month,day_of_year,is_weekend,is_peak,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,days_since_start,segment_hour_mean,segment_dow_hour_mean,city_hour_mean,city_dow_hour_mean,lag_1h_total,lag_1h_two_wheeler,lag_1h_car,lag_1h_auto,lag_1h_light_commercial,lag_1h_heavy,lag_1h_other,lag_2h_total,lag_3h_total,lag_24h_total,lag_168h_total
grid_12981_77598,2023-11-10 02:00:00,0,1,0,0,0,0,1,12.9815,77.5985,12.981240776408011,77.59850839355444,12981,77598,Shivajinagar,BTP042 - Minsk Square Junction (CTO),Named Junction,secondary,9.0,1598,grid_fallback,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1459.0,0.4438697900821418,0.8583333333333333,2,4,11,314,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.08333333333333333,0.11682385153635533,0.05111043504715546,0.2559172497718284,0.24277456647398846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12995_77613,2023-11-10 02:00:00,0,0,0,0,0,0,0,12.9955,77.6135,12.99573941270161,77.61358604899195,12995,77613,Pulikeshinagar(F.Town),No Junction,No Junction,secondary,9.0,496,grid_fallback,"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",496.0,0.15089747490112565,0.1875,2,4,11,314,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.08333333333333333,0.06571341648919987,0.0,0.2559172497718284,0.24277456647398846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12996_77563,2023-11-10 02:00:00,4,0,0,0,0,0,4,12.996500000000001,77.5635,12.996297618200408,77.56318213885481,12996,77563,Sheshadripuram,No Junction,No Junction,primary,12.0,489,grid_fallback,"4th Main Road, Nagappa Block, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",459.0,0.13964101003954973,0.08333333333333333,2,4,11,314,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.08333333333333333,0.029205962884088832,0.20444174018862185,0.2559172497718284,0.24277456647398846,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_13008_77695,2023-11-10 02:00:00,0,0,1,0,0,0,1,13.0085,77.6955,13.00822995086207,77.69548196842672,13008,77695,K.R. Pura,No Junction,No Junction,secondary,9.0,1856,grid_fallback,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",1600.0,0.4867660480681473,0.8833333333333333,2,4,11,314,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.08333333333333333,0.5184058411925768,0.20444174018862185,0.2559172497718284,0.24277456647398846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_13035_77589,2023-11-10 02:00:00,0,0,0,0,0,0,0,13.0355,77.5895,13.035425793504185,77.58909340387335,13035,77589,Hebbala,No Junction,No Junction,secondary,9.0,1895,grid_fallback,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",1811.0,0.5509583206571341,0.925,2,4,11,314,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.08333333333333333,0.7812595071493763,0.8688773958016429,0.2559172497718284,0.24277456647398846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12964_77538,2023-11-10 03:00:00,1,1,0,0,0,0,2,12.964500000000001,77.5385,12.964903419755915,77.5387711938451,12964,77538,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",Named Junction,primary,12.0,1086,grid_fallback,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",1080.0,0.3285670824459994,0.7333333333333333,3,4,11,314,0,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.125,1.1755400060845755,0.35777304533008825,0.3391542439914816,0.3658655308792212,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12975_77577,2023-11-10 03:00:00,0,0,0,0,0,0,0,12.9755,77.5775,12.97584106449468,77.57734504148937,12975,77577,Upparpet,BTP040 - Elite Junction,Named Junction,primary,12.0,752,grid_fallback,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",689.0,0.20961362944934592,0.4791666666666667,3,4,11,314,0,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.125,0.03650745360511104,0.25555217523577733,0.3391542439914816,0.3658655308792212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12978_77575,2023-11-10 03:00:00,0,0,0,0,0,0,0,12.9785,77.5755,12.978548480759803,77.57517577916667,12978,77575,Upparpet,BTP057 - Anand Rao Junction,Named Junction,secondary,9.0,816,grid_fallback,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",692.0,0.21052631578947367,0.49166666666666664,3,4,11,314,0,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.125,0.2555521752357773,0.45999391542439916,0.3391542439914816,0.3658655308792212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12982_77610,2023-11-10 03:00:00,0,0,0,0,0,0,0,12.9825,77.6105,12.982500910048849,77.61060091507328,12982,77610,Shivajinagar,No Junction,No Junction,secondary,9.0,1433,grid_fallback,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",1201.0,0.365378764831153,0.775,3,4,11,314,0,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.125,0.0,0.0,0.3391542439914816,0.3658655308792212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12982_77612,2023-11-10 03:00:00,0,0,0,0,0,0,0,12.9825,77.6125,12.982425225838263,77.61242996804734,12982,77612,Shivajinagar,No Junction,No Junction,secondary,9.0,507,grid_fallback,"St John Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",334.0,0.10161241253422573,0.008333333333333333,3,4,11,314,0,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.125,0.04380894432613325,0.0,0.3391542439914816,0.3658655308792212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_13005_77568,2023-11-10 03:00:00,0,0,0,0,0,0,0,13.0055,77.5685,13.005545922243712,77.56870540270793,13005,77568,Malleshwaram,No Junction,No Junction,secondary,9.0,517,grid_fallback,"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",517.0,0.15728627928202008,0.24166666666666667,3,4,11,314,0,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.125,0.32126559172497715,0.664435655613021,0.3391542439914816,0.3658655308792212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12943_77571,2023-11-10 04:00:00,0,1,0,0,0,0,1,12.9435,77.5715,12.943369422956975,77.57110829669088,12943,77571,Basavanagudi,BTP108 - Tagore Park Junction,Named Junction,secondary,9.0,561,grid_fallback,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",482.0,0.14663827198052937,0.13333333333333333,4,4,11,314,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.16666666666666666,0.13872832369942195,0.20444174018862185,0.4299361119561911,0.40505019774870704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12964_77538,2023-11-10 04:00:00,1,0,0,0,0,0,1,12.964500000000001,77.5385,12.964903419755915,77.5387711938451,12964,77538,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",Named Junction,primary,12.0,1086,grid_fallback,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",1080.0,0.3285670824459994,0.7333333333333333,4,4,11,314,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.16666666666666666,0.5695162762397322,0.1533313051414664,0.4299361119561911,0.40505019774870704,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
grid_12964_77575,2023-11-10 04:00:00,0,0,0,0,0,0,0,12.964500000000001,77.5755,12.964703949349113,77.57561896414201,12964,77575,City Market,BTP082 - KR Market Junction,Named Junction,primary,12.0,845,grid_fallback,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",759.0,0.23090964405232736,0.5416666666666666,4,4,11,314,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.16666666666666666,0.06571341648919987,0.05111043504715546,0.4299361119561911,0.40505019774870704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12975_77574,2023-11-10 04:00:00,0,0,0,0,0,0,0,12.9755,77.5745,12.975400537457627,77.57477370474575,12975,77574,Upparpet,BTP045 - Danvanthri Road Junction,Named Junction,secondary,9.0,590,grid_fallback,"Major T Ramachandrappa Road, Subash Nagar, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",569.0,0.17310617584423488,0.3333333333333333,4,4,11,314,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.16666666666666666,0.2628536659567995,0.4088834803772437,0.4299361119561911,0.40505019774870704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12995_77696,2023-11-10 04:00:00,0,0,0,0,0,0,0,12.9955,77.6965,12.995284541226555,77.69636516975767,12995,77696,Mahadevapura,No Junction,No Junction,primary,12.0,482,grid_fallback,"Whitefield Road, Phoenix Marketcity, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",445.0,0.13538180711895345,0.05,4,4,11,314,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.16666666666666666,0.0,0.0,0.4299361119561911,0.40505019774870704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12998_77552,2023-11-10 04:00:00,0,0,1,0,0,0,1,12.9985,77.5525,12.99848886851852,77.55275879722221,12998,77552,Malleshwaram,BTP008 - Navarang Theatre,Named Junction,primary,12.0,540,grid_fallback,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",439.0,0.1335564344386979,0.025,4,4,11,314,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.16666666666666666,0.21174323090964403,0.1533313051414664,0.4299361119561911,0.40505019774870704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_13035_77588,2023-11-10 04:00:00,0,0,0,0,0,0,0,13.0355,77.5885,13.035282926593807,77.58892797868853,13035,77588,Hebbala,No Junction,No Junction,secondary,9.0,549,grid_fallback,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",536.0,0.16306662610282932,0.2833333333333333,4,4,11,314,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.16666666666666666,0.5111043504715546,0.6133252205658656,0.4299361119561911,0.40505019774870704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12964_77538,2023-11-10 05:00:00,7,0,1,1,0,0,9,12.964500000000001,77.5385,12.964903419755915,77.5387711938451,12964,77538,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",Named Junction,primary,12.0,1086,grid_fallback,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",1080.0,0.3285670824459994,0.7333333333333333,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,0.4599939154243991,0.45999391542439916,0.48798296318831763,0.6077882567690904,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0
grid_12975_77576,2023-11-10 05:00:00,0,0,0,1,0,0,1,12.9755,77.5765,12.975480127089552,77.5763077027612,12975,77576,Upparpet,BTP040 - Elite Junction,Named Junction,secondary,9.0,1340,grid_fallback,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1303.0,0.3964101003954974,0.8083333333333333,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,0.48919987830848793,0.8688773958016429,0.48798296318831763,0.6077882567690904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12975_77578,2023-11-10 05:00:00,2,7,0,0,0,0,9,12.9755,77.5785,12.97562053986014,77.57848323076924,12975,77578,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,primary,12.0,572,grid_fallback,"BB Naidu Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",512.0,0.1557651353818071,0.20833333333333334,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,0.3431700638880438,0.5622147855187101,0.48798296318831763,0.6077882567690904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12976_77575,2023-11-10 05:00:00,0,0,1,0,0,0,1,12.9765,77.5755,12.976511594959677,77.5757330798387,12976,77575,Upparpet,BTP040 - Elite Junction,Named Junction,secondary,9.0,496,grid_fallback,"Subedar Chatram Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",457.0,0.13903255247946456,0.075,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,0.39428049893519923,0.35777304533008825,0.48798296318831763,0.6077882567690904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12976_77576,2023-11-10 05:00:00,0,0,1,0,0,0,1,12.9765,77.5765,12.976408801158303,77.57650960694981,12976,77576,Upparpet,BTP040 - Elite Junction,Named Junction,primary,12.0,518,grid_fallback,"6th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",487.0,0.14815941588074233,0.14583333333333334,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,0.43078795254031027,0.05111043504715546,0.48798296318831763,0.6077882567690904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12976_77577,2023-11-10 05:00:00,0,1,0,0,0,0,1,12.9765,77.5775,12.976448084966698,77.57743475104662,12976,77577,Upparpet,BTP040 - Elite Junction,Named Junction,primary,12.0,2102,grid_fallback,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1928.0,0.5865530879221175,0.9416666666666667,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,1.0076057195010648,0.8688773958016429,0.48798296318831763,0.6077882567690904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12976_77579,2023-11-10 05:00:00,1,0,0,0,0,0,1,12.9765,77.5795,12.976664412118128,77.57966047596742,12976,77579,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,primary,12.0,982,grid_fallback,"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",895.0,0.27228475813811986,0.625,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,0.5841192576817766,0.6133252205658656,0.48798296318831763,0.6077882567690904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12977_77576,2023-11-10 05:00:00,0,1,0,0,0,0,1,12.977500000000001,77.5765,12.97726188564443,77.57648316587496,12977,77576,Upparpet,BTP040 - Elite Junction,Named Junction,primary,12.0,2863,grid_fallback,"6th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",2410.0,0.7331913599026468,0.9833333333333333,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,1.5698205050197747,1.2266504411317312,0.48798296318831763,0.6077882567690904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12979_77577,2023-11-10 05:00:00,8,4,0,0,0,0,12,12.9795,77.5775,12.979239141736228,77.57742774707847,12979,77577,Upparpet,BTP058 - Subbanna Junction,Named Junction,secondary,9.0,599,grid_fallback,"Vajreshwari Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",525.0,0.15972010952236082,0.275,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,0.40888348037724365,0.7155460906601765,0.48798296318831763,0.6077882567690904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12979_77578,2023-11-10 05:00:00,0,6,0,0,0,0,6,12.9795,77.5785,12.979107745142002,77.57847125829595,12979,77578,Upparpet,BTP058 - Subbanna Junction,Named Junction,secondary,9.0,669,grid_fallback,"Vajreshwari Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",596.0,0.18132035290538484,0.39166666666666666,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,0.16063279586248858,0.3066626102829328,0.48798296318831763,0.6077882567690904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grid_12983_77603,2023-11-10 05:00:00,0,0,2,0,0,0,2,12.983500000000001,77.6035,12.983843163089269,77.60361202316952,12983,77603,Shivajinagar,BTP211 - Central Street Junction,Named Junction,secondary,9.0,997,grid_fallback,"Central Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",929.0,0.282628536659568,0.65,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.20833333333333334,0.3431700638880438,0.9199878308487983,0.48798296318831763,0.6077882567690904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
