segment_id,target_hour,count_two_wheeler,count_car,count_auto,count_light_commercial,count_heavy,count_other,count_total,lat_center,lon_center,lat_mean,lon_mean,lat_bin,lon_bin,police_station,junction_name,junction_bucket,road_class,road_width_m,event_count,map_matching_mode,representative_location,road_name,osm_highway,geometry_wkt,segment_total_events,segment_event_rate,segment_rank_pct,hour,day_of_week,month,day_of_year,is_weekend,is_peak,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,days_since_start,segment_hour_mean,segment_dow_hour_mean,city_hour_mean,city_dow_hour_mean,lag_1h_total,lag_1h_two_wheeler,lag_1h_car,lag_1h_auto,lag_1h_light_commercial,lag_1h_heavy,lag_1h_other,lag_2h_total,lag_3h_total,lag_24h_total,lag_168h_total,rainfall_mm,is_raining,is_underpass_or_bridge,rain_shelter_bottleneck,dist_to_legal_parking_m,legal_parking_capacity,overflow_risk_index,dist_to_metro_m,dist_to_commercial_m,distance_to_active_event_m,event_impact_score,active_event_count
osm_way_1245298057,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.99805759337373,77.68968047803436,12.995706035826132,77.6954766052924,12996,77694,Mahadevapura,No Junction,No Junction,primary,12.0,525,osm_overpass_nearest_road,"Whitefield Road, VR Mall, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",Whitefield Road,primary,"LINESTRING (77.6812977 13.0004699, 77.6815557 13.0004352, 77.682128 13.000411, 77.6825697 13.0003979, 77.6832227 13.0004006, 77.6835637 13.0004044, 77.6836496 13.0004037, 77.6843482 13.0003824, 77.6845686 13.0003701, 77.6851873 13.0003355, 77.6860321 13.0002563, 77.6863186 13.0002295, 77.6865798 13.0001814, 77.6867642 13.0000947, 77.6868087 13.0000738, 77.6870192 12.9999495, 77.6872872 12.9997739, 77.6874325 12.9996787, 77.6876092 12.9995393, 77.6876636 12.9994886, 77.6877385 12.9994187, 77.6879334 12.9992369, 77.6883982 12.9987466, 77.6885652 12.9985458, 77.6886786 12.998425, 77.6887701 12.9983436, 77.688803 12.9983143, 77.6889476 12.9982094, 77.6890761 12.9981389, 77.6893509 12.9980114, 77.6903755 12.9974961, 77.6907102 12.9973278, 77.6907171 12.9973243, 77.6908069 12.9972869, 77.6909235 12.9972383, 77.6912292 12.9971246, 77.6913544 12.9970781, 77.691488 12.9970284, 77.6917973 12.9969235, 77.6920282 12.9968463, 77.6926018 12.9966465, 77.6933423 12.9963976, 77.6936571 12.9962866, 77.6937264 12.9962601, 77.6937776 12.9962406, 77.694104 12.9960969, 77.6946516 12.9958457, 77.6947535 12.9957932, 77.6949159 12.9957142, 77.6952264 12.9955879, 77.6953693 12.9955386, 77.6954121 12.9955279, 77.6955744 12.9954872, 77.6957011 12.9954676, 77.6958737 12.9954346, 77.696059 12.9954089, 77.6961443 12.9953966, 77.6961929 12.9953891, 77.6962825 12.9953741, 77.6966506 12.9953336, 77.6968467 12.9953075, 77.6969031 12.9953, 77.6976147 12.995174, 77.6979517 12.9951053, 77.698041 12.995088)",464.0,0.14876563000961845,0.9462193823216187,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1297584712,2023-11-10 00:00:00,0,0,0,0,0,0,0,13.067842638032365,77.53082270825544,13.06842392777778,77.53026705555557,13068,77530,Jalahalli,No Junction,No Junction,secondary,9.0,36,osm_overpass_nearest_road,"Forest Region Road, Vymac Circle, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",Hesarghatta Pipeline Road,secondary,"LINESTRING (77.5317493 13.0668778, 77.531684 13.0669621, 77.5311651 13.0674852, 77.5309232 13.067729, 77.5308947 13.0677577, 77.5307134 13.0679405, 77.5302485 13.0684092, 77.5301722 13.0685178, 77.530006 13.0687543, 77.529942 13.0688455)",36.0,0.011542160949022122,0.4185303514376997,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1312971144,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.911575562596775,77.552160561632,12.911483174736622,77.55211740920252,12911,77552,K.S. Layout,No Junction,No Junction,secondary,9.0,29,osm_overpass_nearest_road,"Subramanyapura Main Road, Komarla Brigade Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",Dr. Vishnuvardhan Road,secondary,"LINESTRING (77.5525841 12.9117553, 77.5525266 12.9117168, 77.5524159 12.911705, 77.552338 12.9116933, 77.5521806 12.9116243, 77.5521089 12.9115817, 77.5519737 12.9114903, 77.5518822 12.9114039, 77.5518428 12.9113606, 77.5518216 12.9113449, 77.5517682 12.9113367)",27.0,0.008656620711766592,0.2750266240681576,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1409948319,2023-11-10 00:00:00,0,0,0,0,0,0,0,13.00818461095094,77.52683184766289,13.007597072368421,77.52682530526315,13009,77526,Rajajinagar,No Junction,No Junction,trunk,15.0,76,osm_overpass_nearest_road,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",Outer Ring Road,trunk,"LINESTRING (77.5270377 13.0093389, 77.5269974 13.0092266, 77.5269264 13.0090289, 77.5268148 13.0085675, 77.5267893 13.008274, 77.5267833 13.0080961, 77.526786 13.0072587, 77.5267868 13.0070065)",67.0,0.02148124398845784,0.6466986155484558,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.03077909586405899,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1460486509,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.995876961289119,77.66906843456695,12.996431385030249,77.66909396111834,12996,77669,Mahadevapura,No Junction,No Junction,residential,6.0,130,osm_overpass_nearest_road,"MBT Road, Tin Factory Junction, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,service,"LINESTRING (77.6691102 12.9950675, 77.6691221 12.9954178, 77.6690788 12.995492, 77.6690342 12.9956061, 77.6690116 12.9962408, 77.6691285 12.9963758, 77.6691255 12.9964003, 77.6691094 12.99653, 77.6690663 12.9966658)",111.0,0.03558832959281821,0.7779552715654952,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.015389547932029495,0.10772683552420648,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1528698562,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.90696290883223,77.54602154268234,12.90695777974811,77.54606803086597,12906,77546,K.S. Layout,No Junction,No Junction,secondary,9.0,34,osm_overpass_nearest_road,"Subramanyapura Main Road, Vallabha Nagar, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",Dr. Vishnuvardhan Road,secondary,"LINESTRING (77.546172 12.9070181, 77.546138 12.9070053, 77.5461012 12.9069913, 77.5459763 12.9069441, 77.5458692 12.9069134)",33.0,0.01058031420327028,0.3788604898828541,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_216610231,2023-11-10 00:00:00,0,0,0,0,0,0,0,13.012631566712113,77.5531005288217,13.012530864705882,77.55285221764706,13012,77553,Malleshwaram,No Junction,No Junction,primary,12.0,34,osm_overpass_nearest_road,"Da Ra Bendre Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,primary,"LINESTRING (77.552341 13.0122695, 77.5525156 13.0123486, 77.5528123 13.0124607, 77.5530213 13.0125493, 77.5533029 13.0127, 77.5533261 13.0127149, 77.5533834 13.0127459, 77.5535255 13.012842, 77.5536147 13.0129189, 77.55377 13.0131211)",29.0,0.009297851875601153,0.31309904153354634,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_23076921,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.96430843408465,77.5840257022157,12.964350447037914,77.58399613139811,12964,77584,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",Named Junction,secondary,9.0,844,osm_overpass_nearest_road,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Pehalwan Krishnappa Road,secondary,"LINESTRING (77.583987 12.963857, 77.5839952 12.9639528, 77.5840601 12.9647112, 77.5840668 12.9647596)",659.0,0.2112856684834883,0.9704472843450479,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_23091262,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.939349417595464,77.5844182373062,12.93938218881579,77.58395280526315,12939,77583,Wilson Garden,"BTP186 - 9th Cross, 4th Main, Jayanagar",Named Junction,residential,6.0,152,osm_overpass_nearest_road,"9th Cross Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",9th Cross Road,residential,"LINESTRING (77.5837404 12.9393655, 77.5839615 12.9393602, 77.5840516 12.9393586, 77.5841006 12.9393567, 77.5842793 12.9393528, 77.5845239 12.9393468, 77.5849986 12.9393355, 77.5850378 12.9393352, 77.5850961 12.9393347)",29.0,0.009297851875601153,0.31309904153354634,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_23542230,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.93518507455744,77.61383476698725,12.935281023809523,77.61398886428572,12935,77613,Adugodi,BTP135 - UCO Bank Junction,Named Junction,secondary,9.0,42,osm_overpass_nearest_road,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",80 Feet Road,secondary,"LINESTRING (77.612719 12.9346238, 77.6132855 12.9349139, 77.6141044 12.9353204, 77.6146166 12.9355746, 77.6149547 12.935738)",33.0,0.01058031420327028,0.3788604898828541,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_239773584,2023-11-10 00:00:00,0,0,0,0,0,0,0,12.989730278980714,77.6541300309625,12.991019328571426,77.6569368,12987,77648,Banaswadi,No Junction,No Junction,primary,12.0,21,osm_overpass_nearest_road,"Old Madras Road, Big Bazaar Junction, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Swamy Vivekananda Road,primary,"LINESTRING (77.6602101 12.9926495, 77.660033 12.9925629, 77.6596778 12.9923992, 77.6592993 12.9922201, 77.6592716 12.9922039, 77.6590418 12.9920868, 77.6587465 12.9919475, 77.6578182 12.9914874, 77.6573283 12.9912525, 77.6572637 12.9912215, 77.6571505 12.9911672, 77.6569628 12.9910723, 77.6558819 12.9905256, 77.6549474 12.9900798, 77.6547867 12.9899972, 77.6510683 12.9882765, 77.6499401 12.9877568, 77.6485228 12.9871119, 77.6483325 12.9870368, 77.6482744 12.9870139, 77.6480523 12.9869286, 77.6480046 12.9869091)",19.0,0.006091696056428343,0.07401490947816826,0,4,11,314,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.0,0.007694773966014748,0.0,0.017066771390863118,0.015062284818110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
