segment_id,target_hour,count_two_wheeler,count_car,count_auto,count_light_commercial,count_heavy,count_other,count_total,severity_weighted_count,is_hotspot,sample_weight,lat_center,lon_center,lat_mean,lon_mean,lat_bin,lon_bin,police_station,junction_name,junction_bucket,road_class,road_width_m,event_count,map_matching_mode,representative_location,road_name,osm_highway,geometry_wkt,station_approval_rate,segment_severity_mean,segment_dominant_vehicle_footprint,dist_to_metro_m,dist_to_commercial_m,dist_to_bus_stop_m,dist_to_school_m,dist_to_hospital_m,dist_to_market_m,dist_to_restaurant_m,dist_to_worship_m,poi_count_200m,poi_count_500m,poi_gravity_score,dist_to_legal_parking_m,legal_parking_capacity,overflow_risk_index,segment_total_events,segment_event_rate,segment_rank_pct,hour,day_of_week,month,day_of_year,is_weekend,is_peak,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,day_of_year_norm,is_weekday_peak,is_weekend_peak,hour_bucket,is_holiday,is_festival,is_first_week_of_month,is_month_end,is_school_dropoff,is_school_pickup,is_lunch_market,is_office_commute_am,is_office_commute_pm,is_shopping_evening,is_nightlife_peak,is_late_night_enforcement,segment_hour_mean,segment_dow_hour_mean,city_hour_mean,city_dow_hour_mean,rolling_7d_mean,rolling_28d_mean,road_vulnerability,lag_1h_total,lag_24h_total,lag_168h_total,lag_2h_total,lag_3h_total,lag_1h_two_wheeler,lag_1h_car,lag_1h_auto,lag_1h_light_commercial,lag_1h_heavy,lag_1h_other,rainfall_mm,is_raining,rain_shelter_bottleneck,is_underpass_or_bridge,station_enforcement_volume,station_event_rate,distance_to_active_event_m,event_impact_score,active_event_count
osm_way_1091226939,2023-11-10 05:00:00,6,0,0,0,0,0,6,5.76,1,1.0,13.071996641117888,77.58955024504385,13.071289240188518,77.5882469255784,13071,77587,Kodigehalli,No Junction,No Junction,secondary,9.0,2334,osm_overpass_nearest_road,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",GKVK Road,secondary,"LINESTRING (77.5925525 13.0720013, 77.5914312 13.0723047, 77.5905982 13.0725268, 77.5896806 13.0727613, 77.5896125 13.0727718, 77.589507 13.0727683, 77.5891243 13.0727073, 77.5889598 13.0726464, 77.5889281 13.0726233, 77.5888543 13.0725628, 77.5887792 13.0724513, 77.5885689 13.0721232, 77.5883755 13.0718127, 77.5883489 13.0717699, 77.5883427 13.0717604, 77.5881568 13.0714775, 77.5880092 13.0712601, 77.587949 13.0711912, 77.5878596 13.0710889, 77.58772 13.0709316, 77.5876706 13.070876, 77.587278 13.0704456, 77.5871958 13.0703977, 77.5870595 13.0703397)",1.0,0.5769965724078835,0.8855612682090832,3279.4763803570695,157.69368128554794,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,116.28615037784915,74.0776271146421,85.04758941491745,2047.0,0.6563000961846746,0.9975990396158463,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.7002244309073421,0.4309073420968259,0.06480464034932708,0.0757182335865832,0.6563000961846746,0.6563000961846746,1.2,4.8,5.352941176470588,4.0,6.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1148396687,2023-11-10 05:00:00,0,0,0,0,0,0,0,0.0,0,1.0,12.998275049999998,77.55300890000001,12.9982844625,77.553008809375,12998,77552,Malleshwaram,BTP008 - Navarang Theatre,Named Junction,secondary,9.0,32,osm_overpass_nearest_road,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Mahakavi Kuvempu Road,secondary,"LINESTRING (77.5529583 12.9982646, 77.5530595 12.9982855)",1.0,0.7250000000000001,0.8875,423.1479627259769,48.2648305371872,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,254.4624390784828,95.6895996959357,2.7673082771789037,29.0,0.009297851875601153,0.3397358943577431,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.007694773966014748,0.0,0.06480464034932708,0.0757182335865832,0.009297851875601153,0.009297851875601153,1.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1158653935,2023-11-10 05:00:00,1,0,0,0,0,0,1,0.8,0,1.0,12.965529661727837,77.57746636649142,12.965244957363295,77.57735130909307,12966,77577,City Market,BTP082 - KR Market Junction,Named Junction,secondary,9.0,564,osm_overpass_nearest_road,"Avenue Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",Avenue Road,tertiary,"LINESTRING (77.5769452 12.9643175, 77.5769693 12.9643772, 77.5770813 12.9646782, 77.5773624 12.9652724, 77.5776159 12.9658707, 77.5777893 12.9662766, 77.5779207 12.9665741, 77.5780029 12.9667354)",1.0,0.7572872340425532,1.00177304964539,350.2942291129068,16.565320070071095,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,320.9819684584746,50.0211527403952,52.49900676314358,510.0,0.1635139467778134,0.9627851140456183,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.2693170888105162,0.16159025328630972,0.06480464034932708,0.0757182335865832,0.1635139467778134,0.1635139467778134,1.2,1.9375,2.1875,1.5,1.25,1.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1163794399,2023-11-10 05:00:00,0,5,0,0,0,0,5,9.0,1,1.0,13.190433219884863,77.64559886998008,13.190664714285713,77.64569763197278,13190,77645,Chikkajala,No Junction,No Junction,secondary,9.0,147,osm_overpass_nearest_road,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",,tertiary,"LINESTRING (77.6452094 13.1899379, 77.6456975 13.1905661, 77.6459082 13.1908147, 77.6459447 13.1908577, 77.645998 13.1909207)",1.0,1.6447619047619049,1.4768707482993197,8852.764058550587,287.94149747129285,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,7589.907887407803,243.3203364444903,19.290089595542568,142.0,0.045527412632253926,0.8337334933973589,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.10003206155819172,0.2693170888105162,0.06480464034932708,0.0757182335865832,0.045527412632253926,0.045527412632253926,1.2,1.5,1.8571428571428572,5.0,2.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1166301535,2023-11-10 05:00:00,3,0,0,0,0,0,3,2.4000000000000004,0,1.0,12.9945569197855,77.55547232882375,12.996062724494891,77.55450411615509,12994,77555,Rajajinagar,BTP008 - Navarang Theatre,Named Junction,secondary,9.0,29,osm_overpass_nearest_road,"80 Feet Ring Road, Harikara Vidvan Sri R Gururajulu Naidu Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Dr. Rajkumar Road,secondary,"LINESTRING (77.5531189 12.9981284, 77.5534364 12.9975543, 77.5535888 12.9973201, 77.5537375 12.9971003, 77.5538962 12.9969158, 77.5542075 12.9965987, 77.5543914 12.9963827, 77.5545924 12.9960644, 77.5549001 12.9954297, 77.5551716 12.9949102, 77.5553674 12.9946096, 77.5555978 12.9942352, 77.5558322 12.9939158, 77.5561472 12.9934513, 77.5562661 12.993276, 77.55636 12.9931192, 77.5569081 12.9924383, 77.557457 12.9916347, 77.5578786 12.9910472, 77.5578963 12.9910209)",1.0,1.1579310344827585,1.0724137931034485,466.20867680891854,173.33719218939544,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,439.1549715099369,91.29366136368411,3.1891711714241655,27.0,0.008656620711766592,0.30462184873949577,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.023084321898044245,0.16159025328630972,0.06480464034932708,0.0757182335865832,0.008656620711766592,0.008656620711766592,1.2,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1278975050,2023-11-10 05:00:00,5,0,1,1,0,0,7,7.0,1,1.0,12.964638984106822,77.53959511971502,12.964807678032141,77.5390781650463,12965,77538,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",Named Junction,secondary,9.0,1267,osm_overpass_nearest_road,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",5th Main Road,secondary,"LINESTRING (77.538189 12.9650872, 77.5385739 12.9649567, 77.5391349 12.964763, 77.5395405 12.9646229, 77.540567 12.9643633, 77.5410181 12.9642473)",1.0,0.848973954222573,0.9599052880820838,720.3837233649604,438.7661591910917,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,808.2164931804077,8.0,99.8723148475045,1252.0,0.40141070856043604,0.9897959183673469,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.5848028214171208,0.48477075985892915,0.06480464034932708,0.0757182335865832,0.40141070856043604,0.40141070856043604,1.2,5.095238095238095,4.75,3.0,4.75,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1284104910,2023-11-10 05:00:00,0,0,0,0,0,0,0,0.0,0,1.0,12.924868413175798,77.58373165455954,12.92484961728555,77.58367933815877,12925,77583,Jayanagara,"BTP226 - 33rd Cross, 11th Main, Jayanagar",Named Junction,secondary,9.0,29,osm_overpass_nearest_road,"9th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",9th Main Road,secondary,"LINESTRING (77.5837055 12.923399, 77.5837119 12.9234781, 77.5837211 12.9239802, 77.5837217 12.9241899, 77.5837219 12.924274, 77.5837242 12.9243881, 77.5837257 12.9244539, 77.5837345 12.924849, 77.5837453 12.9253304, 77.5837469 12.9254823, 77.5837503 12.9258043, 77.5837507 12.9258409, 77.5837331 12.9261873, 77.5837114 12.9263363)",1.0,1.0324137931034483,1.306896551724138,528.5497522502883,109.20782953663198,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,569.3775469301908,45.72267381288374,5.081247785676268,28.0,0.008977236293683874,0.3232292917166867,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.03077909586405899,0.21545367104841295,0.06480464034932708,0.0757182335865832,0.008977236293683874,0.008977236293683874,1.2,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1316342875,2023-11-10 05:00:00,0,1,0,0,0,0,1,2.7,0,1.0,13.190988594947681,77.64567334756262,13.190897959139784,77.64580073333333,13190,77645,Chikkajala,No Junction,No Junction,residential,6.0,93,osm_overpass_nearest_road,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",,service,"LINESTRING (77.645402 13.1911195, 77.6455533 13.1910465, 77.6459447 13.1908577)",1.0,1.6532258064516125,1.431182795698925,8873.016108602016,324.22959981727234,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,7649.680124496916,243.3203364444903,12.679342663387782,90.0,0.028855402372555305,0.7527010804321729,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.03077909586405899,0.05386341776210324,0.06480464034932708,0.0757182335865832,0.028855402372555305,0.028855402372555305,1.2000000000000002,1.0,1.3333333333333333,1.0,2.6666666666666665,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_1382087681,2023-11-10 05:00:00,0,0,0,0,0,0,0,0.0,0,1.0,13.047376379051974,77.57591076729176,13.0473933375,77.57611350625001,13047,77576,Kodigehalli,No Junction,No Junction,trunk,15.0,32,osm_overpass_nearest_road,"Bhadrappa Flyover, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",Bhadrappa Layout Flyover,trunk,"LINESTRING (77.5764504 13.0474297, 77.576039 13.0473869, 77.5753708 13.0473265)",1.0,0.6303125,0.925,1242.7854645469042,64.0095063374968,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,441.4514891055646,8.0,11.406469244122185,19.0,0.006091696056428343,0.09483793517406963,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.007694773966014748,0.0,0.06480464034932708,0.0757182335865832,0.006091696056428343,0.006091696056428343,1.8,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_172886640,2023-11-10 05:00:00,0,0,0,0,0,0,0,0.0,0,1.0,13.0131817925422,77.69979251896063,13.009638961258277,77.69688759370861,13011,77698,K.R. Pura,No Junction,No Junction,trunk,15.0,302,osm_overpass_nearest_road,"MBT Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",Old Madras Road,trunk,"LINESTRING (77.6957671 13.0084052, 77.6959516 13.0084679, 77.6961981 13.0086672, 77.6965083 13.0090851, 77.6967952 13.0094716, 77.6968552 13.0095458, 77.6971795 13.0099461, 77.6975199 13.0103588, 77.697653 13.0105267, 77.6976889 13.0105706, 77.6977431 13.0106369, 77.6978933 13.0108258, 77.6982466 13.0112526, 77.698534 13.0115867, 77.6986065 13.011671, 77.698767 13.0119037, 77.6989215 13.0121188, 77.699113 13.0124504, 77.6992297 13.0126514, 77.6993416 13.0128486, 77.6995457 13.0132084, 77.6995927 13.0132912, 77.699657 13.0134011, 77.7002422 13.0144012, 77.7006275 13.0149966, 77.7012082 13.0155496, 77.7016899 13.0158777, 77.7025854 13.0163097, 77.7043367 13.0170875, 77.7044679 13.0171458)",1.0,1.2501655629139075,1.3052980132450334,1995.5160139157001,81.20562530219887,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,968.8931094982526,10.0,79.71051482687184,261.0,0.08368066688041038,0.9117647058823529,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.2077588970823982,0.10772683552420648,0.06480464034932708,0.0757182335865832,0.08368066688041038,0.08368066688041038,1.8,1.0,3.857142857142857,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_172920297,2023-11-10 05:00:00,0,0,0,0,0,0,0,0.0,0,1.0,12.979132976699571,77.60927751813502,12.979814154545453,77.6095601018182,12979,77609,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,residential,6.0,55,osm_overpass_nearest_road,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",,service,"LINESTRING (77.6096433 12.9798455, 77.6095805 12.9798439, 77.6095179 12.9798243, 77.6090415 12.9785146, 77.6090615 12.9784238, 77.6090971 12.9783248)",1.0,1.490181818181818,1.4727272727272727,481.97210420326854,257.4796603555678,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,6.8722805559802955,120.38094909307365,2.847775390023055,55.0,0.017633857005450466,0.6068427370948379,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.007694773966014748,0.0,0.06480464034932708,0.0757182335865832,0.017633857005450466,0.017633857005450466,1.2000000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_191031652,2023-11-10 05:00:00,1,0,0,0,0,0,1,0.48,0,0.5,12.975547666093782,77.57909565902443,12.975972116485227,77.57937643281493,12974,77578,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,secondary,9.0,643,osm_overpass_nearest_road,"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Kalidasa Road,tertiary,"LINESTRING (77.5799536 12.9767572, 77.5798591 12.9766444, 77.579694 12.9764081, 77.5796043 12.9762779, 77.5795741 12.9762355, 77.5794558 12.9760642, 77.5793826 12.9759589, 77.5790056 12.9754212, 77.57854 12.9747507, 77.5784248 12.9745861, 77.5783155 12.9744196, 77.5783052 12.9744017, 77.5782468 12.9743317)",1.0,1.1159253499222395,1.3334370139968896,567.8041782788954,37.11066892542068,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,157.64349816106989,76.05906899710426,42.381430214356755,537.0,0.17217056748957998,0.9669867947178872,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.4539916639948701,0.2693170888105162,0.06480464034932708,0.0757182335865832,0.17217056748957998,0.17217056748957998,1.2,1.894736842105263,2.269230769230769,1.25,1.4545454545454546,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_191193142,2023-11-10 05:00:00,0,0,0,0,0,0,0,0.0,0,1.0,12.93606550858852,77.60724118623868,12.935891788571428,77.60777666714286,12935,77608,Mico Layout,BTP136 - Hosur-Tavarkere Road Junction,Named Junction,primary,12.0,70,osm_overpass_nearest_road,"Hosur Road, Krishna Nagar Industrial Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",Doctor M H Marigowda Road,primary,"LINESTRING (77.6047696 12.9367299, 77.604874 12.9367132, 77.6048965 12.9367096, 77.6050137 12.9366909, 77.6050652 12.9366834, 77.6055647 12.936609, 77.60569 12.9365926, 77.6058255 12.936575, 77.6060337 12.936548, 77.6062346 12.936522, 77.6063989 12.9364956, 77.6064496 12.9364875, 77.6065383 12.9364732, 77.6067925 12.9364003, 77.6069045 12.9363604, 77.6069229 12.9363538, 77.6069729 12.936336, 77.6070047 12.9363247, 77.6070407 12.9363118, 77.6071729 12.9362647, 77.6075926 12.936102, 77.607673 12.9360709, 77.6079118 12.9359444, 77.6086846 12.9354673, 77.609475 12.9349712, 77.6094868 12.9349638, 77.6095392 12.9349309)",1.0,2.224714285714285,1.5114285714285713,2158.1906401207034,106.8374766093845,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,213.9195910558536,25.41581617314956,10.659371184268796,67.0,0.02148124398845784,0.6722689075630253,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.007694773966014748,0.0,0.06480464034932708,0.0757182335865832,0.02148124398845784,0.02148124398845784,1.5,0.0,1.0,0.0,1.1666666666666667,2.6363636363636362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_207478098,2023-11-10 05:00:00,0,1,0,0,0,0,1,1.7999999999999998,0,1.0,12.976853645487303,77.57725627025195,12.976663254007399,77.57730616678997,12976,77577,Upparpet,BTP040 - Elite Junction,Named Junction,secondary,9.0,2433,osm_overpass_nearest_road,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",W H Hanumanthappa Road,tertiary,"LINESTRING (77.5770417 12.9748638, 77.5770658 12.9749238, 77.5773858 12.9761091, 77.5774247 12.9762448, 77.5773324 12.9769348, 77.577324 12.9769955, 77.5773154 12.9770549, 77.5772549 12.977612, 77.5772101 12.9781106, 77.5771476 12.9786725, 77.5771236 12.9788731)",1.0,0.9783436087135223,1.1574599260172629,492.16064175546575,76.96048808773538,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,36.7948343669307,8.0,99.47542603296343,2111.0,0.6768194934273806,0.9993997599039616,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,1.1696056428342416,0.7540878486694453,0.06480464034932708,0.0757182335865832,0.6768194934273806,0.6768194934273806,1.2,1.7222222222222223,4.470588235294118,2.3333333333333335,2.4583333333333335,2.2777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_23075565,2023-11-10 05:00:00,2,1,0,0,0,0,3,3.7199999999999998,1,1.0,12.958991905049723,77.56731987171474,12.958118786206896,77.56735172758621,12958,77567,Chamarajpet,BTP214 - 5th Main Chamrajpet Junction,Named Junction,secondary,9.0,29,osm_overpass_nearest_road,"Bazar Street, Sri Yagnavalkya Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",3rd Cross Road,secondary,"LINESTRING (77.567261 12.9604619, 77.5672651 12.9603584, 77.567278 12.960023, 77.5672938 12.9596422, 77.5673109 12.9592169, 77.567328 12.9587922, 77.5673446 12.9583809, 77.5673607 12.9579787, 77.5673785 12.9575219)",1.0,1.4179310344827587,1.1793103448275861,823.5544782009073,251.46379729097887,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,594.1006930736945,35.78603375636041,5.852620236799721,28.0,0.008977236293683874,0.3232292917166867,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.03077909586405899,0.16159025328630972,0.06480464034932708,0.0757182335865832,0.008977236293683874,0.008977236293683874,1.2,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_23076585,2023-11-10 05:00:00,0,0,0,0,0,0,0,0.0,0,1.0,12.964335105304269,77.55208223565634,12.964296365286625,77.5526574990446,12964,77553,Magadi Road,No Junction,No Junction,secondary,9.0,314,osm_overpass_nearest_road,"C Chowdappa Main Road, Hoshalli, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",Hosahalli Main Road,tertiary,"LINESTRING (77.5551935 12.9644363, 77.5547317 12.9642175, 77.5546066 12.9642319, 77.5540357 12.9643208, 77.5538391 12.964355, 77.5535538 12.9643923, 77.5533812 12.9644168, 77.55316 12.9644482, 77.5527426 12.9644906, 77.5522979 12.9644954, 77.5519245 12.9644621, 77.5517731 12.9644813, 77.5515635 12.9644314, 77.5514468 12.9643604, 77.5513199 12.9641621, 77.5511305 12.9640857, 77.5510142 12.9640584, 77.5506824 12.964005, 77.550613 12.9640239, 77.5502519 12.9641306, 77.550027 12.9642123, 77.5492779 12.9645829, 77.5490572 12.9646816)",1.0,0.873343949044586,0.9996815286624204,1299.8770549436788,661.1446089347451,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,949.4963351545834,8.0,83.95408645853098,252.0,0.08079512664315486,0.9081632653061225,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.13850593138826545,0.05386341776210324,0.06480464034932708,0.0757182335865832,0.08079512664315486,0.08079512664315486,1.2,1.4166666666666667,2.25,1.0,1.6666666666666667,3.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osm_way_23076921,2023-11-10 05:00:00,0,0,0,0,0,0,0,0.0,0,1.0,12.96430843408465,77.5840257022157,12.964354616783217,77.58399771776224,12964,77584,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",Named Junction,secondary,9.0,715,osm_overpass_nearest_road,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Pehalwan Krishnappa Road,secondary,"LINESTRING (77.583987 12.963857, 77.5839952 12.9639528, 77.5840601 12.9647112, 77.5840668 12.9647596)",1.0,0.6355244755244756,0.8725874125874126,1067.1781104911995,105.05055320799731,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,144.1264490207526,8.0,84.29920658453453,532.0,0.1705674895799936,0.9660864345738295,5,4,11,314,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8602739726027397,0,0,early_morning,0,0,0,0,0,0,0,0,0,0,0,0,0.5386341776210324,0.2693170888105162,0.06480464034932708,0.0757182335865832,0.1705674895799936,0.1705674895799936,1.2,2.2,4.117647058823529,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
