segment_id,lat_center,lon_center,lat_mean,lon_mean,lat_bin,lon_bin,police_station,junction_name,junction_bucket,road_class,road_width_m,event_count,map_matching_mode,representative_location,road_name,osm_highway,geometry_wkt,station_approval_rate,segment_severity_mean,segment_dominant_vehicle_footprint,dist_to_metro_m,dist_to_commercial_m,dist_to_bus_stop_m,dist_to_school_m,dist_to_hospital_m,dist_to_market_m,dist_to_restaurant_m,dist_to_worship_m,poi_count_200m,poi_count_500m,poi_gravity_score,dist_to_legal_parking_m,legal_parking_capacity,overflow_risk_index,segment_total_events,segment_event_rate,segment_rank_pct
grid_13008_77554,13.0085,77.5545,13.008419071518194,77.55453596693853,13008,77554,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",Named Junction,primary,12.0,1594,grid_fallback,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",,,,1.0,0.6657779171894604,1.3458594730238396,619.9915244530622,26.258819323983175,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,192.67401574722723,16.441469319873868,95.22789908127837,1283.0,0.41134979159987173,0.9933494558645707
grid_12974_77545,12.9745,77.5455,12.97445687843632,77.54539758436317,12974,77545,Vijayanagara,BTP020 - Hosahalli Metro Station,Named Junction,primary,12.0,1586,grid_fallback,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",,,,1.0,0.4332534678436318,0.8211853720050442,26.409118280545435,44.89307609523945,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,1045.016660003917,232.2281104108032,83.41344489621892,1490.0,0.47771721705674897,0.9951632406287787
grid_13008_77695,13.0085,77.6955,13.008225762309646,77.69548053832487,13008,77695,K.R. Pura,No Junction,No Junction,secondary,9.0,1576,grid_fallback,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",,,,1.0,0.488483502538071,1.095304568527919,1357.5393591901422,73.28693930780807,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,370.27762551864845,10.0,99.2140043045639,1212.0,0.3885860852837448,0.9915356711003628
grid_12981_77608,12.9815,77.6085,12.981531230732376,77.60846659192335,12981,77608,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,1461,grid_fallback,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,,1.0,0.9996303901437372,1.1969883641341545,686.8079493104317,13.696509082735387,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,126.77717636787405,2.1679460300406066,99.9040158600518,1260.0,0.4039756332157743,0.992744860943168
grid_12984_77603,12.9845,77.6035,12.984147461655175,77.603450606,12984,77603,Shivajinagar,BTP211 - Central Street Junction,Named Junction,secondary,9.0,1450,grid_fallback,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,,1.0,1.069110344827586,1.1954482758620688,753.2491354210873,217.01669744289566,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,89.44178190823354,57.35458524970211,71.66104157356057,1182.0,0.37896761782622634,0.9909310761789601
grid_12981_77598,12.9815,77.5985,12.981229271269953,77.59850351519778,12981,77598,Shivajinagar,BTP042 - Minsk Square Junction (CTO),Named Junction,secondary,9.0,1441,grid_fallback,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,,1.0,0.36111727966689794,0.8283136710617626,116.94534767433915,72.060354760332,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,166.5092952712559,30.0,85.90274822818652,1248.0,0.40012824623276694,0.9921402660217654
grid_13070_77587,13.070500000000001,77.5875,13.070505606758722,77.58764619353197,13070,77587,Kodigehalli,No Junction,No Junction,secondary,9.0,1376,grid_fallback,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",,,,1.0,0.6137427325581395,0.9279069767441862,3097.1528142389334,154.3107106266751,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,150.57176268316962,183.0841759615127,52.249882941234596,1093.0,0.3504328310355883,0.9879081015719468
grid_12964_77577,12.964500000000001,77.5775,12.964420617181123,77.57736812019392,12964,77577,City Market,BTP082 - KR Market Junction,Named Junction,primary,12.0,1357,grid_fallback,"Silver Jubilee Park Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",,,,1.0,0.775298452468681,1.0554900515843775,415.36596294611064,100.41913663393073,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,218.44724535765312,34.77434457309233,84.23208775487875,1164.0,0.3731965373517153,0.9903264812575574
grid_13184_77679,13.1845,77.6795,13.18435330856031,77.67974202988326,13184,77679,Chikkajala,No Junction,No Junction,secondary,9.0,1285,grid_fallback,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",,,,1.0,0.723875486381323,1.4954085603112839,12403.93405752221,401.16650497902435,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,8849.85725217516,98.7157484567009,94.4427160549872,1092.0,0.35011221545367105,0.9873035066505441
grid_12976_77578,12.9765,77.5785,12.976500001431981,77.57843807708831,12976,77578,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,primary,12.0,1257,grid_fallback,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,,,1.0,0.8874383452665078,1.0753381066030232,616.8180991691662,34.07508918684132,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,119.01436843421939,8.0,95.37491727083666,1101.0,0.35299775569092656,0.9891172914147521
grid_12999_77549,12.9995,77.5495,12.999518734723141,77.54959791732753,12999,77549,Rajajinagar,BTP027 - Modi Bridge Junction,Named Junction,primary,12.0,1237,grid_fallback,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",,,,1.0,0.8100404203718674,0.966693613581245,114.69480725356267,14.405309734374757,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,216.74394910422345,95.6895996959357,63.67525974628153,1088.0,0.34882975312600195,0.9866989117291415
grid_12939_77695,12.9395,77.6955,12.939725432319152,77.6955546636574,12939,77695,HAL Old Airport,No Junction,No Junction,primary,12.0,1217,grid_fallback,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",,,,1.0,1.9094987674609694,1.4488085456039441,3728.52548273753,50.02609435020445,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,203.40338623455128,32.315617593666516,81.4091947158338,1160.0,0.37191407502404616,0.9897218863361548
grid_12973_77551,12.9735,77.5515,12.973566665711878,77.55125079949453,12973,77551,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",Named Junction,secondary,9.0,1187,grid_fallback,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",,,,1.0,0.744759898904802,0.8094355518112888,480.1812252327859,15.93185625457008,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,465.51137513544086,232.2281104108032,56.84051233298554,1097.0,0.35171529336325746,0.9885126964933495
grid_12982_77610,12.9825,77.6105,12.982516138520408,77.61060760272109,12982,77610,Shivajinagar,No Junction,No Junction,secondary,9.0,1176,grid_fallback,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",,,,1.0,0.872142857142857,1.098469387755102,870.6852860535951,46.62337146542652,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,179.60637632922712,7.02042610521728,96.56157504944407,928.0,0.2975312600192369,0.9848851269649335
grid_13011_77554,13.0115,77.5545,13.011456208136483,77.55452743368329,13011,77554,Malleshwaram,No Junction,No Junction,primary,12.0,1143,grid_fallback,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,,,1.0,0.7998775153105862,1.0972878390201224,353.62984543660195,95.66989135717208,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,261.92093012365444,2000.0,19.553241240039853,809.0,0.2593780057710805,0.9794437726723095
grid_12977_77577,12.977500000000001,77.5775,12.97745052694718,77.57733395058192,12977,77577,Upparpet,BTP040 - Elite Junction,Named Junction,primary,12.0,1117,grid_fallback,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,,,1.0,0.5201163831692033,1.3041181736794987,539.7707766612683,121.82617949014339,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,105.11100544899841,8.0,93.07473624551349,927.0,0.29721064443731965,0.9842805320435308
grid_12969_77575,12.9695,77.5755,12.969740596233914,77.57562864645257,12969,77575,City Market,No Junction,No Junction,primary,12.0,1084,grid_fallback,"AS Char Main Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",,,,1.0,0.8405811808118081,1.0174354243542436,305.75188363152745,115.73791957685584,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,255.08512870387432,125.12999092117202,55.84856640612803,905.0,0.29015710163513947,0.9830713422007256
grid_12975_77576,12.9755,77.5765,12.97547614934823,77.57630051722532,12975,77576,Upparpet,BTP040 - Elite Junction,Named Junction,secondary,9.0,1074,grid_fallback,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,,,1.0,0.7748324022346368,0.9926443202979515,394.1143968251097,61.268871656919764,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,132.3734996085076,76.05906899710426,58.10906240625664,1000.0,0.3206155819172812,0.9854897218863361
grid_12981_77609,12.9815,77.6095,12.981374280428433,77.60950222015579,12981,77609,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,1027,grid_fallback,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,,1.0,0.7716650438169426,0.9577409931840312,723.733330746209,106.43667223953325,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,47.82049321652123,2.1679460300406066,98.60077210240749,895.0,0.28695094581596664,0.9824667472793228
grid_12991_77588,12.9915,77.5885,12.991432352148438,77.58853247578125,12991,77588,High ground,BTP032 - Windsor Circle,Named Junction,secondary,9.0,1024,grid_fallback,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,,1.0,0.29683593750000004,0.8154296875000002,1059.286550123226,52.71894679690157,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,211.29016948172037,4.557570968160438,97.78949503300865,1016.0,0.3257454312279577,0.9860943168077388
grid_12963_77576,12.9635,77.5765,12.963642202857143,77.57663879014778,12963,77576,City Market,BTP082 - KR Market Junction,Named Junction,primary,12.0,1015,grid_fallback,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",,,,1.0,0.41284729064039416,1.0489655172413797,352.3966592063955,173.94572837487678,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,153.18742269627532,34.77434457309233,71.52517498699868,793.0,0.254248156460404,0.9788391777509069
grid_12973_77578,12.9735,77.5785,12.973606729477993,77.57852621105425,12973,77578,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,secondary,9.0,977,grid_fallback,"1st Cross Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",,,,1.0,1.0195496417604912,1.2602865916069603,631.1267426794216,23.565203445340906,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,44.172863966380376,350.0,27.20443650614095,862.0,0.27637063161269637,0.9812575574365175
grid_12982_77606,12.9825,77.6065,12.982290560453142,77.60648708836251,12982,77606,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,971,grid_fallback,"Hospital Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,,1.0,0.79605561277034,0.9257466529351185,772.588762315153,93.93936990653268,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,309.5043828112292,57.35458524970211,68.63994675699414,907.0,0.29079833279897405,0.9836759371221282
grid_12979_77607,12.9795,77.6075,12.979652648275861,77.60717270470221,12979,77607,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,957,grid_fallback,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,,1.0,0.9102089864158831,1.028526645768025,446.5580390904597,84.80456773541164,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,42.33498247810434,8.0,87.1294119253664,752.0,0.24110291760179545,0.9776299879081015
grid_13007_77571,13.0075,77.5715,13.00751313574468,77.57115597095743,13007,77571,Malleshwaram,No Junction,No Junction,secondary,9.0,940,grid_fallback,"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,,,1.0,0.9604361702127661,1.2531914893617024,1156.181591624775,183.8688597516559,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,473.3280294511825,4.095841934414859,99.35974586412328,819.0,0.2625841615902533,0.9800483675937122
grid_12971_77658,12.9715,77.6585,12.97169928880597,77.65812965351812,12971,77658,Jeevanbheemanagar,No Junction,No Junction,primary,12.0,938,grid_fallback,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",,,,1.0,1.0682409381663116,1.0040511727078894,2175.4780058715323,100.52462020979794,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,714.3070521238847,13.27583037919249,96.95829067732012,875.0,0.28053863417762104,0.9818621523579202
grid_13000_77677,13.0005,77.6775,13.000474029541671,77.67738871322082,13000,77677,Mahadevapura,No Junction,No Junction,primary,12.0,934,grid_fallback,"Outer Ring Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",,,,1.0,0.5608351177730193,1.3730192719486083,68.68982755242013,370.7781569675069,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,6.261088308476166,52.61106221089461,51.73031588475177,675.0,0.2164155177941648,0.9740024183796856
grid_13012_77554,13.012500000000001,77.5545,13.012517632026142,77.55444380653596,13012,77554,Malleshwaram,No Junction,No Junction,secondary,9.0,918,grid_fallback,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,,,1.0,0.8884313725490196,1.1750544662309366,244.96432380402166,16.26428077117658,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,181.86040586917306,8.0,91.56378294678854,709.0,0.22731644757935235,0.975211608222491
grid_12934_77690,12.9345,77.6905,12.934263382061639,77.690626270634,12934,77690,HAL Old Airport,No Junction,No Junction,primary,12.0,908,grid_fallback,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",,,,1.0,0.34729074889867845,0.8761013215859033,3433.0111309623676,249.838396412116,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,162.54415254887454,12.985809838892715,84.51399603659391,832.0,0.26675216415517794,0.9806529625151149
grid_12978_77573,12.9785,77.5735,12.978424516114286,77.5735526088,12978,77573,Upparpet,BTP057 - Anand Rao Junction,Named Junction,secondary,9.0,875,grid_fallback,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,,,1.0,0.7209714285714285,1.4172571428571428,316.4082749055776,123.63217893179068,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,155.20413949015898,18.156226652374503,77.7599791914816,725.0,0.23244629689002885,0.9758162031438936
grid_12976_77579,12.9765,77.5795,12.976661071819263,77.57965508275862,12976,77579,Upparpet,BTP044 - Sagar Theatre Junction,Named Junction,primary,12.0,841,grid_fallback,"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,,,1.0,0.728525564803805,1.371819262782402,557.3107702493894,52.58995235006943,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,227.49664631689544,8.0,91.07975214104138,708.0,0.2269958319974351,0.9746070133010882
grid_12980_77607,12.980500000000001,77.6075,12.980733421307505,77.60757183268765,12980,77607,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,826,grid_fallback,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,,1.0,0.8989588377723972,1.0121065375302662,555.9214105582053,26.8319808464312,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,105.9133791306848,8.0,86.15197082282899,727.0,0.23308752805386343,0.9764207980652962
grid_12980_77610,12.980500000000001,77.6105,12.980897648658281,77.6103304288849,12980,77610,Shivajinagar,BTP051 - Safina Plaza Junction,Named Junction,secondary,9.0,824,grid_fallback,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",,,,1.0,0.9546601941747571,1.2479368932038832,682.1314484481858,128.1599009878887,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,48.146361071738276,7.02042610521728,85.11212720493828,628.0,0.20134658544405257,0.971584038694075
grid_12977_77570,12.977500000000001,77.5705,12.977310404499999,77.57075146574999,12977,77570,Chamarajpet,BTP048 - Shanthala Junction,Named Junction,secondary,9.0,800,grid_fallback,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",,,,1.0,0.62205,1.1924999999999997,126.37418172189298,85.45641031835041,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,38.749569294627115,197.4326510055674,29.0160287494282,741.0,0.23757614620070536,0.9770253929866989
grid_12964_77538,12.964500000000001,77.5385,12.964906055709017,77.53876865956371,12964,77538,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",Named Junction,primary,12.0,777,grid_fallback,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",,,,1.0,0.45592020592020593,0.9325611325611327,607.1882012189106,373.72781438727895,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,696.4969388513493,8.0,97.45856103866998,766.0,0.24559153574863737,0.9782345828295043
grid_13183_77679,13.1835,77.6795,13.183694550778364,77.67962405333773,13183,77679,Chikkajala,No Junction,No Junction,secondary,9.0,758,grid_fallback,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",,,,1.0,1.457915567282322,1.4945910290237467,12394.699217327176,373.95388365047495,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,8757.268925019753,98.7157484567009,81.81909738305936,657.0,0.21064443731965374,0.973397823458283
grid_12996_77668,12.996500000000001,77.6685,12.996245993273725,77.66851409225372,12996,77668,Mahadevapura,No Junction,No Junction,primary,12.0,749,grid_fallback,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",,,,1.0,0.9728304405874499,1.379305740987984,4.490591952848624,98.71967437914333,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,689.3052469627817,9.092654288341771,96.3140070667783,545.0,0.17473549214491824,0.9637243047158404
grid_12964_77575,12.964500000000001,77.5755,12.964697443053645,77.57563102352132,12964,77575,City Market,BTP082 - KR Market Junction,Named Junction,primary,12.0,727,grid_fallback,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",,,,1.0,0.3327510316368638,1.2112792297111419,284.45198578569614,116.52551682457917,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,180.8924004595424,318.6852553197497,26.641552956507862,599.0,0.19204873356845142,0.9691656590084643
grid_12999_77571,12.9995,77.5715,12.999510280650865,77.57135195795075,12999,77571,Malleshwaram,No Junction,No Junction,secondary,9.0,725,grid_fallback,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",,,,1.0,0.9786758620689655,1.2627586206896553,879.9139654389554,93.17060334771023,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,116.07231683437523,17.867202368773953,69.2910336387293,596.0,0.1910868868226996,0.9685610640870617
grid_13071_77587,13.0715,77.5875,13.071216241543704,77.58778871799169,13071,77587,Kodigehalli,No Junction,No Junction,secondary,9.0,722,grid_fallback,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",,,,1.0,0.5193213296398893,0.882825484764543,3207.7446141016894,151.52189651050662,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,134.30864609204377,183.0841759615127,31.48814519092512,602.0,0.19301058031420326,0.969770253929867
